Gross USA,user review number,Cumulative Worldwide Gross,imdbID,Opening Weekend USA,budget,critic number
3958546,173,25187026,tt2473794,109000,8200000,262
3750000,4,,tt1871257,,750000,6
3593460,196,,tt2234003,74149,,291
3588432,103,5483299,tt2870708,484401,6000000,152
3500000,28,,tt2340650,,,19
3492754,49,,tt3612616,22204,,247
3446820,37,,tt3062976,66015,,103
3333000,218,,tt3416742,128520,1600000,328
3319109,136,,tt2771372,1988351,6000000,179
3128941,40,,tt2752688,567038,5000000,132
3122616,79,,tt2910274,77315,,157
3107072,166,36353750,tt3011894,85100,3300000,293
2963012,124,,tt1726592,1843347,22000000,152
2873758,79,,tt2967006,71712,,114
2827393,7,,tt3532608,1311446,,11
2817092,69,,tt2326574,1587137,16000000,37
2783970,143,,tt4009460,992087,500000,23
2756333,110,16861137,tt2799166,1369935,6500000,114
2716989,75,,tt2652092,841422,20000000,97
2625803,305,,tt2265171,165292,4500000,442
2450846,109,,tt1216491,941809,5000000,162
2436062,110,,tt1596345,202053,19000000,144
2428883,151,,tt2398231,139311,16000000,214
2252580,73,,tt2639344,117276,,190
1914090,117,,tt2048824,38965,1100000,44
1873547,143,,tt3442006,916179,7000000,163
1822030,64,,tt1441953,53000,,118
1821983,276,,tt3099498,846831,3000000,265
1811138,87,4733798,tt2452254,61810,,285
1646574,17,,tt1445208,700683,20000000,22
1557494,44,,tt1761005,851391,1500000,28
1436243,118,9016922,tt2737050,31000,7000000,383
1428647,56,,tt1969062,47000,6700000,100
1410915,97,,tt2891174,32253,8000000,208
1268760,112,,tt2614684,55761,,232
1171559,101,,tt2261331,37675,,159
1169603,70,,tt2714380,159143,,25
1168902,145,,tt3086442,57252,,266
1121961,106,,tt1626146,40847,,121
1109199,181,,tt2345737,69302,8500000,253
1098544,28,,tt3200980,457287,,15
1092800,114,4396821,tt2802154,,,265
1076075,63,7179391,tt3409392,78544,,176
1063723,58,,tt1777595,39638,10000000,9
1013061,37,,tt2933544,238491,6000000,72
1009301,16,,tt3254796,27595,,13
993114,16,,tt2517044,568596,,13
987830,23,,tt3062880,22916,,93
924279,697,,tt2321549,30007,2000000,479
857524,96,4190672,tt1865505,21910,5300000,154
830210,56,,tt2800038,461179,5000000,13
794123,25,,tt3825638,22101,,128
765127,61,35152556,tt3398268,40282,,162
727430,22,,tt3283556,34319,,59
716679,22,,tt2707858,24207,12000000,123
644906,130,,tt1605717,16056,,280
621127,57,,tt3263614,34114,,159
608852,66,,tt2788716,38000,,110
600896,195,,tt2910814,155642,4000000,165
585640,35,,tt3729920,66941,3000000,120
560341,26,,tt3110960,64254,,135
551609,57,,tt2639254,181791,,128
529136,161,,tt2980794,326654,,31
511635,80,,tt2756032,48059,100000,112
510957,6,,tt3139764,,1500000,9
506067,97,,tt1976000,43116,,200
485128,4,,tt2304459,79312,1000000,15
461162,88,,tt3179568,47553,16000000,158
447353,10,,tt3685218,15000,,48
440338,49,,tt2034031,69726,5000000,120
428318,3,67600000,tt3505950,168376,,6
425249,10,,tt2707848,36000,,91
417558,2,,tt3906444,140000,,9
414623,126,,tt1179031,65000,,202
377607,26,49700000,tt3125472,26361,,96
347648,129,,tt2172584,143422,15000000,312
347321,12,,tt2626090,231319,,29
343257,32,,tt1605798,161728,,36
335030,23,,tt1640718,27435,12000000,34
334658,196,,tt2884206,27652,,147
322600,282,,tt2980592,84527,5000000,293
316842,79,,tt3297330,1005,,169
283024,38,735961,tt3170902,9181,,105
281059,15,,tt2841572,23798,,53
280958,9,,tt2972482,8555,,31
280494,58,,tt2844798,16139,UF 700000000,201
275376,7,,tt2929890,61960,8000000,47
231186,18,,tt3230082,21809,,101
230880,27,,tt3129564,8518,,104
228984,8,150228984,tt3950078,50621,,49
222284,51,,tt1883180,25313,,190
206909,32,,tt2481480,13833,,35
191512,15,,tt2788556,19095,9700000,119
176305,83,,tt1247690,100090,30000000,137
172343,5,,tt3511542,77130,,32
171963,10,,tt3163304,12072,,47
162270,40,,tt3505712,18934,,71
154528,11,,tt2822742,1122,,74
150564,30,,tt1745787,11094,,227
149805,20,,tt3399024,39041,20000000,105
149337,49,,tt1562899,149337,,21
143653,12,,tt2403393,40763,4000000,31
139511,60,,tt3149038,31408,,99
137945,44,,tt2474024,38677,2000000,81
137600,24,,tt3093546,23284,,116
132075,44,,tt2893490,13000,4000000,111
130265,27,,tt3184934,37502,,127
129115,28,,tt2952602,58664,25000000,64
121150,47,,tt2624412,27000,,71
116400,61,,tt2486678,18006,,49
106869,46,,tt2515030,106869,17000000,107
104415,27,,tt3318750,36657,,49
104401,66,400194,tt2920808,23400,1000000,105
101713,16,,tt3576084,9427,,43
101542,27,,tt2141751,11330,1850000,83
101137,56,,tt1702014,26334,,105
100120,9,,tt3894190,6286,,77
100000,14,,tt2435458,3492,,13
99872,5,,tt3696086,48000,,18
92918,25,,tt2287170,15158,,35
90310,34,,tt2390237,57105,,124
88460,52,,tt1767372,20814,,164
80315,54,,tt2581244,15843,2400000,169
80015,15,,tt3687186,16862,,65
73613,3,,tt1670994,12542,,3
72273,33,,tt1609479,5337,5000000,44
69236,9,,tt3044244,7357,2500000,130
68372,433,4824499,tt2397535,,,244
61505,35,,tt2192016,8487,ZD 3500000,73
59306,42,,tt2510028,10962,,30
55749,84,,tt2490326,7545,,124
55479,2,,tt3900206,6572,,30
55007,101,,tt1780798,26920,1500000,133
53686,11,,tt2790236,19704,,59
52961,15,,tt2494384,2012,8000000,58
49284,49,,tt2675914,5208,OK 35304282,139
48949,85,,tt3395184,19675,,193
48817,581,,tt2212008,29231,,62
44577,53,,tt2911668,30287,,83
44500,8,,tt1864405,10500,,21
43282,103,,tt2366608,20828,2000000,196
43057,2,,tt3529612,4938,,5
42297,19,,tt3365778,5063,,80
40753,27,,tt3186318,7601,,49
39751,72,,tt2463288,39751,,76
38449,11,,tt2611390,7100,,60
37440,72,,tt1798243,37440,5000000,48
37047,95,,tt0443465,3225,,52
35688,74,,tt3569356,10329,800000,6
33518,76,,tt2238050,11962,,158
32869,8,,tt2392810,5954,,76
32630,38,,tt2570858,13000,1000000,196
31849,58,,tt3139538,3756,,27
31826,9,,tt0498351,24260,,17
31250,23,,tt2182972,20200,6000000,43
30312,27,,tt2955096,7523,70000,62
29610,6,,tt3400980,3361,6000000,41
29227,31,,tt2094034,9515,,27
28066,21,,tt2245171,4880,16000000,84
28041,16,,tt2637378,4355,,34
27623,27,,tt3104818,4975,,14
27166,26,,tt2488778,4328,,83
25781,25,,tt2402985,25781,,43
24441,1,,tt2559036,2791,,20
23840,49,,tt2393845,15477,,100
23598,14,,tt3204144,2365,,96
22518,6,,tt2961890,4674,,28
22451,138,30800231,tt1837709,8007059,60000000,189
21068,26,,tt2560102,1567,,76
20289,42,,tt3007302,5306,,19
20262,10,,tt2199543,3324,4000000,75
18238,62,,tt2785032,3118,,78
17358,5,,tt2891070,1134,,32
16909,110,,tt2088003,16909,8500000,172
15600,46,,tt2140619,15600,,42
15336,23,,tt3108158,6834,,70
14893,100,25553956,tt1638002,14893,,98
14200,13,,tt2368635,7443,6500000,49
13790,10,,tt2437548,,,14
13684,11,,tt2656588,2043,,76
13093,65,,tt0458413,1426,,116
12723,8,,tt3003800,4385,,79
11766,52,,tt2355495,11766,6000000,27
11720,7,,tt3132714,2595,,44
11092,,,tt2176228,,16000,9
10230,28,,tt1921149,10230,,104
10078,21,,tt3060492,2676,,39
9837,84,,tt2994190,1316,1000000,98
9168,113,,tt3177316,4131,1000000,176
9134,77,,tt2059171,9134,4000000,97
8691,39,,tt2295722,8691,4500000,33
8612,7,,tt2151739,1000,,40
424668047,714,864912963,tt1951264,161125000,130000000,517
409013994,1215,1215439994,tt1300854,174144585,200000000,623
400738009,967,1276480335,tt2294629,243390,150000000,421
368061265,297,970761885,tt1690953,83517315,76000000,321
291045518,2606,668045518,tt0770828,116619362,225000000,737
274092705,1954,723192705,tt1454468,55785112,100000000,753
268492764,284,743559607,tt1453405,82429469,200000000,381
258366855,974,960366855,tt1170358,73645197,225000000,519
238679850,466,788679850,tt1905041,97375245,160000000,414
234911825,521,493311825,tt1623205,79110453,215000000,535
228778661,1199,467365246,tt1408101,70165559,190000000,602
206362140,572,644783140,tt1981115,85737841,170000000,499
202359711,1030,540007876,tt0816711,66411834,190000000,657
187168425,204,587204668,tt0481499,43639736,135000000,267
159582188,396,229930771,tt2404463,39115043,43000000,273
150394119,317,269994119,tt1723121,26419396,37000000,290
150117807,780,251171807,tt1800241,740455,40000000,547
144840419,804,351040419,tt1343092,50085184,105000000,499
137400141,870,318000141,tt1457767,41855326,20000000,528
134506920,243,173965010,tt2024432,34551025,35000000,259
133668525,272,246984278,tt2191701,41508572,80000000,139
132556852,560,414828246,tt1430132,53113752,120000000,455
127352707,355,172952707,tt1229340,26232425,50000000,273
125095601,446,154802912,tt1091191,84857,40000000,337
122523060,293,375740705,tt1583421,40501814,130000000,350
119793567,90,274325949,tt1985966,34017930,78000000,177
117723989,680,351723989,tt1670345,29350389,75000000,396
116900694,1196,392000694,tt0993846,18361578,100000000,625
116632095,339,176598908,tt1327773,24637312,30000000,303
112200072,285,362000072,tt1951261,41671198,103000000,330
107518682,116,268426634,tt0848537,33531068,100000000,207
107100855,554,218791811,tt1535109,26000000,55000000,504
102003019,170,151831537,tt3063516,32055177,15000000,158
101802906,1170,411002906,tt1663662,37285325,190000000,583
101470202,689,126041322,tt1245492,20719162,32000000,417
98925640,715,161025640,tt2302755,30373794,70000000,365
95001343,207,,tt0453562,27487144,40000000,219
93050117,847,286140700,tt1535108,29807393,115000000,487
90288712,116,239258712,tt1691917,22232291,50000000,173
89302115,731,260502115,tt1210819,29210849,215000000,456
89021735,925,286168572,tt1483013,37054485,120000000,543
83586447,284,161919318,tt2226417,40272103,5000000,321
83301580,320,117867984,tt2140373,413373,35000000,416
83028128,102,282570682,tt1860353,21312625,135000000,170
75612460,179,131940411,tt1272878,27059130,61000000,270
73103784,450,205366737,tt2334879,24852258,150000000,345
71628180,323,146428180,tt2023587,28123052,20000000,398
71349120,172,97594140,tt1702439,21401594,28000000,183
71017784,62,347545360,tt2017020,17548389,105000000,129
70525195,66,72835710,tt2083355,30593000,17000000,58
68559554,214,199850315,tt1854564,14401054,90000000,186
67349198,524,304654182,tt1606378,24834845,92000000,417
66380662,335,116980662,tt1588173,20353967,35000000,456
65187603,209,197687603,tt1351685,27202226,195000000,317
64473115,613,89328627,tt2184339,34058360,3000000,358
63914167,177,134402450,tt1204975,16334566,28000000,226
61737191,584,125537191,tt1731141,27017351,110000000,330
61002302,689,122126687,tt1392214,20817053,46000000,475
60522097,772,243843127,tt1815862,27520040,130000000,350
58236838,543,188133322,tt0359950,13000000,90000000,370
57012977,45,74597643,tt0765446,15891055,40000000,85
56671993,746,187733202,tt2024544,923715,20000000,601
55750480,79,110387072,tt1621039,15805237,55000000,122
55703475,314,226349749,tt1428538,19690956,50000000,354
54239856,822,97542952,tt1288558,25775847,17000000,551
53262560,210,148075565,tt1821694,18048422,84000000,240
52440051,29,,tt2609758,16000000,25000000,24
51975354,109,53125354,tt2070862,21641679,,37
51872378,284,68572378,tt1911644,17118745,13000000,285
49875291,288,86175291,tt1980209,20244505,26000000,341
46000903,270,105200903,tt1321870,17070347,60000000,422
44672764,286,93492844,tt2234155,17325307,58000000,248
44467206,84,99067206,tt2378281,10378558,5000000,41
42930462,126,57824674,tt0882977,13167607,15000000,244
42025135,348,98337295,tt1411250,19030375,38000000,302
40041683,112,60141683,tt2243537,18101682,2500000,128
38362475,332,151783839,tt1335975,9869000,175000000,221
37738503,295,73745738,tt1322269,179302,25000000,325
37707719,245,100112825,tt2431286,128435,12000000,341
36918811,230,78418811,tt2404311,14034764,30000000,233
36076121,71,130580730,tt1762399,7300000,80000000,114
35266619,400,84790678,tt1939659,17000000,30000000,368
33618855,223,78324220,tt0790736,12691415,130000000,210
33405481,418,99206215,tt2334873,612064,18000000,433
32172757,290,63372757,tt2053463,9303145,30000000,458
32015787,188,78378744,tt0795461,14157367,20000000,151
31165421,472,90565421,tt1538403,9336957,60000000,215
30664106,103,70541159,tt2387559,8215000,26000000,170
29807260,119,44907260,tt1661382,7310000,40000000,216
28795985,387,63297114,tt1650554,13332955,28000000,351
27695246,379,41327693,tt2388715,12005402,5000000,351
27298285,355,55198285,tt0790636,260865,5000000,484
26947624,499,90247624,tt1979320,187289,38000000,407
26627201,366,63327201,tt1517260,10600112,40000000,302
26004851,435,46089287,tt1213663,8790237,20000000,436
25682380,84,45582380,tt1711425,8754168,13000000,170
25568251,827,47351251,tt1798709,260382,23000000,590
25132228,293,137328301,tt1211956,9800000,50000000,288
24477704,323,30450756,tt2229499,8677009,3000000,371
22525921,159,,tt0790628,10177257,30000000,258
21784432,109,,tt1931435,7591663,35000000,135
21564616,41,,tt1171222,9031102,8500000,53
21501098,225,,tt1727388,552788,5000000,282
21488481,255,76586316,tt0816442,105005,19000000,260
19783777,158,,tt2312718,6915241,22000000,208
19701164,138,,tt1235522,8268908,35000000,301
19452138,271,60052138,tt1559547,7582595,60000000,229
19316646,100,62675095,tt2364841,7706712,30000000,184
18004225,92,,tt1814621,6154984,13000000,152
17654912,287,24773560,tt1821549,140401,12000000,440
17616641,147,48543388,tt1904996,7008222,35000000,224
17536788,148,,tt2390361,232800,8000000,235
17411930,221,,tt2387433,8189166,3500000,254
16973715,458,71009334,tt2193215,7842930,25000000,339
16170632,220,63464861,tt1980929,134064,8000000,295
16117443,249,,tt2357129,6713900,12000000,208
16097842,178,,tt2334649,386291,900000,318
15322921,430,87100449,tt2194499,1076250,12000000,266
15179302,69,15179302,tt2034139,7728354,5000000,162
13362308,113,,tt1967545,5175282,18000000,219
13235319,338,32935319,tt2042568,405411,11000000,521
12050299,272,48330757,tt1549920,6281433,45000000,379
11326836,247,,tt1206543,5220288,22000000,295
10880926,131,,tt2101341,5345250,30000000,219
10726630,92,16538759,tt2404181,106578,10900000,150
10494494,112,,tt2167202,5606142,18000000,151
9123834,32,,tt1699755,4611534,15000000,42
8888355,27,16549477,tt1532958,4603177,20000000,65
8828771,384,,tt1333125,4805878,6000000,183
8462027,58,17001027,tt0884726,3715931,70000000,53
8323085,111,27984870,tt2304771,84283,35000000,215
8114627,281,23380979,tt2209418,246914,3000000,423
8031955,399,88031955,tt1833673,3305000,,44
8008161,170,15008161,tt2002718,3837183,20000000,264
7764027,124,,tt2170299,113301,10000000,122
7376027,87,,tt1413495,3528376,35000000,135
7192291,208,,tt2403021,3520626,6000000,302
7017178,16,,tt1425922,3669530,17500000,42
6851969,193,,tt1714206,197415,2500000,224
6594959,115,64076736,tt1462900,132617,38600000,274
6263670,335,13627519,tt2017038,93583,9000000,359
5841046,179,,tt2132285,212537,8000000,340
5823487,10,,tt3203890,2500000,,8
5733310,76,,tt2218003,3116885,15000000,125
5306729,238,,tt2112124,2220497,,108
5209580,134,136454220,tt2013293,313751,30000000,313
4563650,573,86758912,tt1706620,171187,39200000,503
4435083,129,,tt2058107,61845,18000000,185
4231500,175,,tt2350496,44542,1000000,200
3827060,130,15298355,tt2718492,55438,,280
3763973,68,,tt2258345,180801,,194
3452117,97,,tt1486834,133898,11000000,160
3447339,82,,tt1758795,1579402,1500000,98
3419967,59,,tt2172935,1672000,,107
3408966,42,,tt2319580,323743,12700000,86
3254172,110,,tt1837703,1714000,28000000,222
2962542,85,,tt2294677,70541,,162
2852400,134,23712400,tt2358891,23442,9200000,288
2605039,679,,tt1441395,133154,13300000,477
2507106,22,,tt2349460,997949,,16
2380405,27,,tt1618432,971826,5000000,8
2319187,226,,tt1924429,131145,20000000,399
2268296,121,,tt1869716,77031,6500000,202
2223380,56,,tt2392326,43608,10000000,144
2209479,37,,tt2739338,68655,,12
2199675,280,,tt2278871,100316,4000000,417
2166206,42,,tt2380331,78200,,97
2162593,249,,tt1321511,885382,30000000,255
2151202,71,,tt1985019,40662,4900000,103
2106556,36,,tt2425486,56454,,173
2013456,73,5867686,tt1951181,44064,16000000,236
1879534,204,7609187,tt1714915,87989,7000000,384
1702277,246,9356992,tt1682180,160547,12000000,444
1553826,36,,tt1390398,,,37
1506975,88,25170399,tt2576852,54915,PY 5000000000,173
1367846,62,11724119,tt2243389,97328,5000000,223
1361423,284,,tt2692904,81006,2000000,361
1359563,53,,tt1657510,689091,3300000,68
1330596,85,,tt2404461,29270,11000000,295
1326059,8,,tt1778924,659912,3100000,15
1290312,106,,tt2179116,58962,,165
1234254,55,3982449,tt1700845,27136,,153
1161089,73,,tt1645131,520116,,70
1122527,70,,tt2213054,552765,,36
1083762,51,51269762,tt2113681,31524,EK 63000000,148
1029949,75,,tt1311071,53452,,192
1019038,88,,tt2343793,38856,28000000,111
1013945,83,68245261,tt1966566,510846,30000000,88
1010414,139,,tt2370248,56206,,258
1007088,311,,tt2316411,16161,,313
785669,252,,tt1937390,158369,,342
778565,503,9743738,tt1602613,313958,4800000,454
750100,66,,tt2479800,63461,,117
665210,23,,tt2357377,,9000000,50
652355,98,,tt2345112,310246,10000000,140
557236,6,78547586,tt3404140,216035,5000000,23
518134,72,,tt2402105,29276,,150
508806,59,,tt2167266,21544,,167
489984,75,,tt1922685,508000,18000000,81
487348,24,,tt2113075,254279,,35
457806,41,,tt2625030,129954,,76
444098,148,,tt2084989,28649,50000,268
420266,29,,tt0409379,265515,,53
414912,24,,tt1847746,34259,2000000,90
387606,61,,tt2388637,26419,,190
373375,125,,tt2382396,105881,4000000,239
1002572,16,,tt1515208,357000,,10
356582,110,,tt1426329,184536,10000000,248
,51,,tt2852406,,,117
342936,116,,tt2265398,19505,,158
342183,45,,tt2406252,24761,,204
335430,23,,tt1937118,23544,,99
331634,90,,tt1758595,67754,15000000,146
326983,147,,tt2382009,74978,,246
324891,63,,tt2852458,27599,,180
323032,77,,tt2402085,97011,,75
317125,94,,tt2103267,19646,16000000,142
311372,12,,tt2289538,10536,,64
309427,31,,tt1839642,24660,4000000,59
306387,8,,tt2261434,15996,,28
303586,34,,tt2234261,26420,,78
303012,38,,tt2027140,26511,19000000,161
294039,6,,tt1724965,235224,,15
278442,37,,tt2331143,20400,,190
269642,19,,tt2450440,35418,,66
261695,46,,tt1663207,131422,12000000,91
258113,154,,tt2359024,32608,1066167,291
252903,61,,tt2043933,24100,,198
219438,141,,tt2333804,83803,8500000,246
218693,16,,tt3404158,86137,,31
204951,52,,tt2195548,36694,725000,196
200268,143,,tt1825157,14646,,241
190704,31,,tt2332579,25052,,96
189500,21,,tt2301592,30100,3000000,102
180222,30,,tt2364975,17664,,154
174496,47,,tt2312890,33810,,65
172344,25,,tt1311060,19001,,55
171740,18,,tt2404555,55593,12000000,12
169719,88,,tt2187884,63297,,160
164480,194,,tt1528071,107544,,278
161217,20,,tt2717558,35308,,54
157336,19,,tt2465578,62093,6000000,117
156414,50,,tt1754811,156414,,21
152211,91,,tt0469021,12664,,154
145400,12,,tt2094890,30000,750000,26
144501,57,942487,tt2991224,4600,650000,117
137815,70,,tt1821641,38172,LN 34148170,211
129479,23,269020,tt3183630,6591,,74
125687,275,,tt2051879,22243,,188
122293,13,,tt1828959,81172,15000000,21
121179,118,,tt2309961,,,109
113067,15,,tt2387513,69992,50000000,27
101218,38,,tt2007360,3000,,133
100144,121,5364741,tt2016940,61054,25000000,125
99462,36,,tt1981107,33658,33000000,126
94853,24,,tt2187115,12955,850000,128
91714,25,,tt2852400,1514,,158
89722,33,,tt1196956,33405,,71
89378,14,,tt1686042,6026,,15
86796,78,,tt1545660,17449,,70
86749,29,,tt2027064,13400,,72
85755,3,,tt2901548,12503,,8
85433,149,19255873,tt1924396,2595,13500000,140
76633,67,,tt2309021,13727,,188
76543,8,,tt3144098,,,29
74709,7,,tt2659190,11500,,33
68877,171,,tt2866360,17000,50000,191
65270,16,,tt2324384,4193,UF 953000000,55
61446,64,,tt2172985,39670,,67
60426,3,,tt2511670,5533,4000000,48
60213,81,,tt1894476,28547,,133
59808,5,,tt2932606,4564,,29
59624,22,,tt2207050,3896,,62
59437,34,,tt2524674,6488,,105
59379,58,,tt2389182,18638,200000,198
56474,54,,tt1954315,11224,3100000,177
56365,13,,tt1439558,15440,,31
55963,6,,tt2247432,6001,,35
55301,26,,tt1650393,32198,,37
54071,22,,tt2901736,8775,,88
53668,6,,tt1532538,7617,2500000,1
53645,22,,tt2215077,4843,GN 1270000000,46
50573,30,,tt2463512,6015,5000000,50
50257,15,,tt2635006,1683,,55
50000,14,,tt2741806,9280,,79
50000,2,,tt2102502,50000,,11
49953,34,,tt1483324,3458,2500000,64
49494,92,,tt2292959,13351,250000,166
48125,6,,tt2523600,5272,5000000,60
48022,49,,tt2752200,4600,,194
47331,33,,tt2353767,4285,5284200,100
46874,5,,tt2276069,7017,,28
43838,14,,tt2217458,14573,,62
43788,2,47864292,tt3086582,5259,NY 25000000,
41229,46,2415472,tt1747958,26912,25500000,91
40040,33,,tt1786751,4000,5000000,38
39850,32,,tt1464191,16781,2000000,13
38361,15,,tt2296697,8313,,69
37949,39,,tt1951095,27630,,69
37884,19,3967001,tt2495118,7165,,49
37134,9,,tt3374966,2857,,41
36746,11,,tt1797487,3901,5000000,13
35022,11,,tt2364949,3447,,64
34956,116,,tt1893256,19768,20000000,147
34321,142,,tt1450321,7526,5000000,263
34100,73,,tt2567712,13561,,185
33621,10,,tt1462411,16835,,28
33232,61,,tt2309224,7887,,215
32853,24,,tt1885299,3728,,38
32514,90,,tt2244901,5436,,146
31430,1,,tt2418372,4957,,45
31173,11,,tt2328922,8211,,32
30716,88,,tt2375574,9498,316000,146
28534,21,,tt2409302,5060,,99
28131,6,,tt2176786,6000,,12
28116,6,,tt2313896,16768,,36
28098,8,,tt2626926,5002,,74
27713,150,,tt1480295,27713,,74
23838,170,,tt1709143,4608,7000000,126
23220,15,,tt2210834,9324,10000000,68
22770,12,,tt2914838,7263,5500000,75
22353,76,,tt2039345,2964,,141
22004,6,,tt2492664,10157,,32
21964,4,,tt2147728,3533,,39
21960,14,,tt2018086,783,3200000,106
21833,126,,tt2450186,9932,,215
21252,37,1318468,tt1951216,5105,,125
19613,37,,tt2274570,4503,,105
18686,6,,tt1826753,6010,2700000,19
18202,6,,tt1423636,4881,450000,5
18172,5,,tt2407380,4473,250000,41
18058,55,215018058,tt2017561,7456,,56
16740,47,,tt1067765,4368,4000000,39
16173,21,,tt2991092,5726,2300000,55
